desc,address,link,price,bedrooms,bathrooms,toilets,parking space,location,Estate,ppty_type
2 bedroom flat / apartment for rent,"Marua Lekki Right, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2190368-2-bedroom,4500000.0,2.0,2.0,3.0,1.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Victoria Island, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/2109209-tastefully-built-brand-new-serviced-2-bedroom-penthouse-3-bedroom,12000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
3 bedroom semi-detached bungalow for rent,"By Mayfair Garden, Awoyaya, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-bungalows/lagos/lekki-ibeju/awoyaya/2190239-beautifully-finished-3-bedroom-semi-detached-bungalow,1000000.0,3.0,3.0,4.0,2.0,Lekki,"Ibeju Awoyaya,",semi-detached bungalow
2 bedroom flat / apartment for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/2190237-2-bedroom-flat,6000000.0,2.0,2.0,3.0,2.0,Lekki,"Elegushi, Ikate",flat 
2 bedroom flat / apartment for rent,"Ilasan, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ilasan/2190227-brand-new-2-bedroom-apartment,6500000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
3 bedroom terraced duplex for rent,"Off Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/2190092-tastefully-finished-3-bedroom-terraced-duplex,4000000.0,3.0,3.0,4.0,2.0,Lekki,"Road, Orchid",terraced duplex
1 bedroom mini flat (room and parlour) for rent,"Ado Road, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/2182257-luxury-spacious-miniflat,800000.0,1.0,2.0,2.0,1.0,Ajah,"Road, Ado",mini flat
3 bedroom flat / apartment for rent,"2nd Toll Gate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2189706-luxury-3-bedroom-flat,3500000.0,3.0,3.0,4.0,2.0,Lekki,"Gate, Toll",flat 
3 bedroom house for rent,"Off Toyin Street, Opebi, Ikeja, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/ikeja/opebi/2189003-tastefully-finished-3-bedroom-flat,5200000.0,3.0,3.0,4.0,3.0,Ikeja,"Opebi, Street,",house 
1 bedroom mini flat (room and parlour) for rent,"Abijo, Main Gra, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/2188960-tastefully-finished-mini-flat-upstairs,1000000.0,1.0,1.0,2.0,1.0,Ajah,"Gra, Main",mini flat
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom terraced duplex for rent,"Off Alfred Rewane Road, Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/2188874-newly-built-terraced-duplex,23000000.0,3.0,4.0,4.0,2.0,Ikoyi,"Ikoyi, Old",terraced duplex
2 bedroom flat / apartment for rent,"Abijo, Main Gra, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2188854-luxury-2-bedroom-apartment,1300000.0,2.0,2.0,3.0,2.0,Ajah,"Gra, Main",flat 
3 bedroom terraced duplex for rent,"Ajayi Apata Estate Beside Fara Park., Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/1392655-luxuriously-and-well-finished-3-bedroom-terrace-with-a-bq,2000000.0,3.0,3.0,4.0,2.0,Ajah,"Sangotedo, Park.,",terraced duplex
3 bedroom flat / apartment for rent,"Right Hand Side, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2177498-3-bedroom,6000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Lekki Right Hanside, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2177547-3-bedroom,8000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Oniru, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2188537-newly-built-spacious-and-luxurious-2-bedroom-apartment,3000000.0,2.0,3.0,4.0,3.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2188516-furnished-and-serviced-with-24-hour-power-supply-2-bedroom-en-suite,9000000.0,2.0,2.0,3.0,1.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2188056-luxury-newly-built-3-bedroom-apartment,14000000.0,3.0,4.0,4.0,2.0,Lekki,"1, Phase",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom semi-detached duplex for rent,"Landbridge Avenue, Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-duplexes/lagos/victoria-island/oniru/2155681-fully-furnished-duplex-with-cinema,22000000.0,3.0,4.0,4.0,3.0,(VI),Island Victoria,semi-detached duplex
2 bedroom terraced duplex for rent,"Urban Shelter Estate, Ogombo Road, By Abraham Adesanya Roundabout, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/2186425-brand-new-luxury-and-serviced-2-bedrooms-terraced-duplex,3000000.0,2.0,2.0,3.0,2.0,Lekki,"Roundabout, Adesanya",terraced duplex
3 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/agungi/2186318-spacious-3-bedroom-apartment,3500000.0,3.0,3.0,4.0,3.0,Lekki,,flat 
2 bedroom terraced duplex for rent,"Lekki Scheme 2, Abraham Adesanya, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ajah/2186306-brand-new-2-bedroom-terrace-duplex,3300000.0,2.0,2.0,3.0,2.0,Ajah,"Adesanya, Abraham",terraced duplex
3 bedroom flat / apartment for rent,"Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2184946-three-bedroom-apartment,2800000.0,3.0,3.0,4.0,2.0,Lekki,"Road, Orchid",flat 
3 bedroom terraced duplex for rent,"Lekki Conservation Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/2184940-three-bedroom-terrace-duplex,4000000.0,3.0,3.0,4.0,2.0,Lekki,"Road, Conservation",terraced duplex
2 bedroom flat / apartment for rent,"Abijo, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/abijo/2172644-brand-new-2-bedroom-upstairs,1000000.0,2.0,1.0,3.0,1.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Lakowe, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki-ibeju/lakowe/2184078-fully-furnished-2-bedroom-apartment,8000000.0,2.0,2.0,3.0,2.0,Lekki,"Ibeju Lakowe,",flat 
3 bedroom flat / apartment for rent,"Cromwell Estate, Chevron Drive, Lekki Expressway, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-expressway/2183773-fully-furnished-serviced-3-bedroom-apartment,7000000.0,3.0,3.0,4.0,3.0,Lekki,"Expressway, Lekki",flat 
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2183569-three-bedrooms-apartment,8000000.0,3.0,3.0,4.0,2.0,Lekki,,flat 
3 bedroom terraced duplex for rent,"Igbo Efon, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/igbo-efon/2183530-luxury-3bedroom,4800000.0,3.0,3.0,4.0,2.0,Lekki,"Efon, Igbo",terraced duplex
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2183515-wel-maintained-2-bedrooms-flat-with-acs,3500000.0,2.0,2.0,2.0,1.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Off Kusenla Road, Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/2155935-newly-built-luxury-2-bedrooms-apartment-with-a-room-bq,8000000.0,2.0,2.0,3.0,2.0,Lekki,"Elegushi, Ikate",flat 
2 bedroom flat / apartment for rent,"Lakowe Lakes Golf Resort, Lakowe, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki-ibeju/lakowe/1879139-fully-furnished-2-bedrooms-flat,8000000.0,2.0,2.0,3.0,2.0,Lekki,"Ibeju Lakowe,",flat 
1 bedroom mini flat (room and parlour) for rent,"Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/victoria-island/2182798-luxury-ocean-view-1-bedroom-apartment,5000000.0,1.0,1.0,1.0,2.0,(VI),Island Victoria,mini flat
1 bedroom mini flat (room and parlour) for rent,"Ikate,chisco Bustop, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/2181792-luxury-mini-flat,2500000.0,1.0,1.0,2.0,1.0,Lekki,"Bustop, Ikate,chisco",mini flat
3 bedroom house for rent,"Off Goege Street, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/ikoyi/2181784-luxury-3-bedroom,9000000.0,3.0,3.0,1.0,2.0,Ikoyi,"Street, Goege",house 
3 bedroom flat / apartment for rent,"Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/oniru/2179431-luxury-3-bedroom-flat,10000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"Off International Airport Road Ajao Estate, Isolo, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/isolo/2181024-3-bedroom-flat,2100000.0,3.0,2.0,3.0,2.0,Isolo,"Estate, Ajao",flat 
2 bedroom flat / apartment for rent,"2nd Toll Gate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2180618-spacious-service-2-bedroom-flat,3000000.0,2.0,2.0,3.0,3.0,Lekki,"Gate, Toll",flat 
4 bedroom semi-detached duplex for rent,"Alaka, Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-duplexes/lagos/surulere/alaka/2144604-nice-and-spacious-4-bedroom-semi-detached-duplex,7000000.0,4.0,3.0,3.0,3.0,Surulere,,semi-detached duplex
1 bedroom mini flat (room and parlour) for rent,"Lekki Right , Off T.f Kouboye, Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/2180022-standard-one-bedroom-apartment,3300000.0,1.0,1.0,1.0,1.0,(VI),Island Victoria,mini flat
3 bedroom terraced duplex for rent,"Dideolu Estate, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/victoria-island/2180012-standard-furnishes-3-bedroom-flat-with-bq,18000000.0,3.0,4.0,4.0,2.0,(VI),Island Victoria,terraced duplex
3 bedroom terraced duplex for rent,"Royal Pine Estate Gate 1, Orchid Road\, Lekki Expressway, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/lekki-expressway/2179912-quality-and-luxury-3-bedroom-terrace-duplex-fully-serviced24hrs,4000000.0,3.0,3.0,4.0,3.0,Lekki,"Expressway, Lekki",terraced duplex
3 bedroom flat / apartment for rent,"Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/2179703-3-bedroom-flat,20000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Island, Banana",flat 
3 bedroom flat / apartment for rent,"Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/oniru/2179576-luxury-3-bedroom-apartment,10000000.0,3.0,3.0,4.0,3.0,(VI),Island Victoria,flat 
1 bedroom mini flat (room and parlour) for rent,"Ado Road, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/2179413-brand-new-spacious-mini-flat-upstairs,800000.0,1.0,1.0,1.0,1.0,Ajah,"Road, Ado",mini flat
3 bedroom flat / apartment for rent,"Igbo-olomu Area, Agric, Ikorodu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikorodu/agric/2092176-very-clean-and-newly-renovated-3-bedrooms-flat,600000.0,3.0,3.0,3.0,2.0,Ikorodu,"Agric, Area,",flat 
2 bedroom flat / apartment for rent,"Oral Estate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2173239-brand-new-2-bedroom-apartment,3500000.0,2.0,2.0,3.0,2.0,Lekki,"Estate, Oral",flat 
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2178945-2-bedrooms,10000000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Hayvilla Estate, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2178718-spacious-3-bedroom-flat,1500000.0,3.0,3.0,4.0,3.0,Ajah,"Sangotedo, Estate,",flat 
2 bedroom flat / apartment for rent,"Ado Road, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2177423-clean-2-bedrooms-boys-quarter,800000.0,2.0,1.0,1.0,1.0,Ajah,"Road, Ado",flat 
2 bedroom flat / apartment for rent,"Ado Road, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2139531-newly-renovated-luxury-spacious-2-bedrooms,1000000.0,2.0,2.0,3.0,1.0,Ajah,"Road, Ado",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom flat / apartment for rent,"Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/2177140-exquisite-fully-serviced-3-bedroom,20000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Island, Banana",flat 
3 bedroom flat / apartment for rent,"Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/2165834-exquisite-3-bedroom-apartment,20000000.0,3.0,3.0,4.0,3.0,Ikoyi,"Island, Banana",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2176701-well-maintained-fully-serviced-mini-flat-spacious-24hrs-power,4500000.0,1.0,1.0,2.0,2.0,Lekki,"1, Phase",mini flat
3 bedroom house for rent,"Josodat, Soluyi, Gbagada, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/gbagada/soluyi/2176604-brand-new-and-furnished-3-bedroom-flat,6000000.0,3.0,3.0,4.0,2.0,Gbagada,"Soluyi, Josodat,",house 
2 bedroom flat / apartment for rent,"New Road, Lekki Expressway, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-expressway/2175665-spacious-2-bedroom-flat,3000000.0,2.0,2.0,3.0,2.0,Lekki,"Expressway, Lekki",flat 
3 bedroom flat / apartment for rent,"New Road, Lekki Expressway, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-expressway/2175663-spacious-3-bedroom-flat,4000000.0,3.0,3.0,4.0,3.0,Lekki,"Expressway, Lekki",flat 
2 bedroom flat / apartment for rent,"Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2175639-brand-new-luxury-2-bedrooms-flat-apartment-available,3500000.0,2.0,2.0,3.0,2.0,Lekki,"Road, Orchid",flat 
3 bedroom terraced duplex for rent,"Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/2022526-brand-new-3-bedrooms-terraced-duplex-available,4000000.0,3.0,4.0,4.0,2.0,Lekki,"Road, Orchid",terraced duplex
3 bedroom flat / apartment for rent,"Alagbole Via, Ojodu Berger, Ojodu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ojodu/ojodu-berger/2174692-executive-3-bedroom-flat,1000000.0,3.0,3.0,4.0,3.0,Ojodu,"Berger, Ojodu",flat 
3 bedroom terraced duplex for rent,"Oceanbay Estate, Orchid, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/2167177-brand-new-3-bedroom-terraced-duplex-with-a-bq,5000000.0,3.0,3.0,4.0,3.0,Lekki,"Orchid, Estate,",terraced duplex
2 bedroom flat / apartment for rent,"Ikate, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2173414-smart-and-luxurious-1-bedroom-apartment,2200000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Off Afurugbim Road, Ijegun, Ikotun, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikotun/ijegun/2173311-newly-refurbished-2-bedroom-flat,600000.0,2.0,2.0,3.0,1.0,Ikotun,"Ijegun, Road,",flat 
2 bedroom terraced duplex for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/2173301-luxury-brand-new-2-bedroom-maisonette,15000000.0,2.0,2.0,3.0,2.0,Ikoyi,"Ikoyi, Old",terraced duplex
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2173131-2-bedroom,12000000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",flat 
3 bedroom terraced duplex for rent,"Lekki Gardens Phase Two Opposite Abraham Adesanya Estate, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ajah/2163835-a-finished-3-bedroom-terrace-duplex-all-rooms-ensuite,2300000.0,3.0,3.0,4.0,2.0,Ajah,"Estate, Adesanya",terraced duplex
1 bedroom mini flat (room and parlour) for rent,"Abijo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/2172656-brand-new-mini-flat-with-pop-finishing,650000.0,1.0,1.0,1.0,1.0,Ajah,,mini flat
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2148504-2-bedrooms,4700000.0,2.0,2.0,3.0,3.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2172275-2-bedrooms-in-a-gated-estate,3500000.0,2.0,2.0,3.0,2.0,Lekki,"Road, Orchid",flat 
2 bedroom flat / apartment for rent,"Off Ramsome Kuti Memorial Senior Grammar School, Yaba, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/yaba/2168293-luxury-and-very-standard-two-bedroom-flat,2500000.0,2.0,2.0,3.0,1.0,Yaba,"School, Grammar",flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
2 bedroom flat / apartment for rent,"Off Ransome Kuti Memorial Senior Grammar School, Yaba, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/yaba/2168278-newly-built-and-very-standard-two-bedroom-flat,2500000.0,2.0,2.0,3.0,1.0,Yaba,"School, Grammar",flat 
2 bedroom flat / apartment for rent,"Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/2172066-luxury-2-bedrooms-apartments-with-bq-pool-gym-furnished-unfurnishe,12000000.0,2.0,1.0,2.0,2.0,Ikoyi,"Island, Banana",flat 
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2171596-brand-new-3-bedrooms-apartment-with-bq,7000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Off Ligali Ayorinde, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/2155499-an-executive-3-bedroom-serviced-apartment,15000000.0,3.0,3.0,4.0,3.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/2170985-luxury-and-beautifully-furnished-3-bedroom-apartment-with-pool-gym,18000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Light-house Cinema, Jibowu, Yaba, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/yaba/jibowu/2170487-very-spacious-and-standard-one-bedroom-flat,1500000.0,1.0,1.0,2.0,1.0,Yaba,"Jibowu, Cinema,",mini flat
1 bedroom mini flat (room and parlour) for rent,"Off Light House Cinema, Jibowu, Yaba, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/yaba/2170481-newly-built-one-bedroom-flat,1500000.0,1.0,1.0,2.0,1.0,Yaba,"Jibowu, Cinema,",mini flat
1 bedroom mini flat (room and parlour) for rent,"Off Lawanson Road, Close To The Bus Stop, Lawanson, Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/surulere/lawanson/2064988-newly-built-mini-flat,1200000.0,1.0,1.0,2.0,1.0,Surulere,"Lawanson, Stop,",mini flat
3 bedroom flat / apartment for rent,"1004 Estate, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/2109806-furnished-3-bedroom-apartment,9000000.0,3.0,2.0,3.0,1.0,(VI),Island Victoria,flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
4 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/2169772-4-bedroom-terrace-duplex,18000000.0,4.0,4.0,4.0,2.0,Lekki,"1, Phase",terraced duplex
3 bedroom flat / apartment for rent,"Alfred Rewane, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/2168864-serviced-and-furnished-3-apartments-with-bq,18000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Rewane, Alfred",flat 
2 bedroom flat / apartment for rent,"Igbo Efon, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/igbo-efon/2098185-large-medium-size-2-bedrooms-upstairs,1800000.0,2.0,2.0,2.0,1.0,Lekki,"Efon, Igbo",flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
2 bedroom flat / apartment for rent,"Imalete Opposite Beechwood Estate, Bogije, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki-ibeju/bogije/2137769-marvellously-built-and-well-fitted-newly-built-2-bedrooms-flat,900000.0,2.0,2.0,3.0,2.0,Lekki,"Ibeju Bogije,",flat 
2 bedroom flat / apartment for rent,"Off Kusenla Road, Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/2123702-newly-built-spacious-2-bedroom-apartment,6000000.0,2.0,2.0,3.0,2.0,Lekki,"Elegushi, Ikate",flat 
3 bedroom flat / apartment for rent,"Off, Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/2091793-luxury-3-bedroom-apartment-with-bq-pool-gym,5000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Island, Banana",flat 
3 bedroom terraced duplex for rent,"Off Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/1988964-newly-built-3-bedrooms-terraced-duplex,3800000.0,3.0,3.0,4.0,2.0,Lekki,"Road, Orchid",terraced duplex
3 bedroom flat / apartment for rent,"Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2101083-three3-bedroom-flat,2500000.0,3.0,3.0,3.0,2.0,Ajah,,flat 
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/2159018-luxury-3-bedroom-apartment,14000000.0,3.0,4.0,4.0,3.0,Ikoyi,,flat 
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/2147221-luxury-3-bedrooms-waterfront-apartment,5000000.0,3.0,4.0,3.0,2.0,Ikoyi,,flat 
