desc,address,link,price,bedrooms,bathrooms,toilets,parking space,location,Estate,ppty_type
2 bedroom flat / apartment for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/2202999-two-bedroom-aparment,6000000.0,2.0,2.0,3.0,2.0,Lekki,"Elegushi, Ikate",flat 
3 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/2202995-a-beautiful-and-decent-3-bedroom-terrace,8000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",terraced duplex
2 bedroom flat / apartment for rent,"Onipanu, Shomolu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/shomolu/onipanu/2202945-an-executive-2-bedroom-flat,1500000.0,2.0,2.0,2.0,2.0,Shomolu,,flat 
1 bedroom mini flat (room and parlour) for rent,"Oribanwa Phase 2, Lakowe, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki-ibeju/lakowe/2202931-massively-spacious-and-well-maintained-standard-room-and-parlour-flat,550000.0,1.0,1.0,2.0,2.0,Lekki,"Ibeju Lakowe,",mini flat
3 bedroom flat / apartment for rent,"Golf Road, Lakowe, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki-ibeju/lakowe/2202872-brand-new-and-neatly-finished-3-bedroom-flat,1800000.0,3.0,3.0,4.0,2.0,Lekki,"Ibeju Lakowe,",flat 
3 bedroom flat / apartment for rent,"Gbara, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2202857-3-bedroom-apartment,3200000.0,3.0,3.0,4.0,2.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Ogunlana, Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/surulere/ogunlana/2202855-a-decent-and-superb-2-units-of-2-bedroom-flat,3000000.0,2.0,2.0,3.0,2.0,Surulere,,flat 
4 bedroom terraced duplex for rent,"Osapa, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/2202685-newly-built-4-bedroom-terrace-duplex-with-bq,7000000.0,4.0,4.0,4.0,2.0,Lekki,,terraced duplex
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2202659-2-bedroom-flat,12000000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2201611-newly-built-ground-floor-3-bedroom-flat-with-bq,14000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/2202623-serviced-with-247-electricitysecurity-2-bedroom-en-suite-flat,6500000.0,2.0,2.0,3.0,1.0,Lekki,"Elegushi, Ikate",flat 
3 bedroom terraced duplex for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/ikate-elegushi/2202526-standard-3-bedroom-maisonette,7000000.0,3.0,3.0,4.0,2.0,Lekki,"Elegushi, Ikate",terraced duplex
3 bedroom terraced duplex for rent,"Ogombo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ajah/2196485-luxury-3-bedroom-terrace-duplex,2000000.0,3.0,3.0,4.0,3.0,Ajah,,terraced duplex
3 bedroom flat / apartment for rent,"Vgc, Ikota Lagos., Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikota/2191033-newly-built-spacious-standard-3-bedroom-terrace-duplex,3500000.0,3.0,3.0,4.0,2.0,Lekki,"Ikota, Lagos.,",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
4 bedroom terraced duplex for rent,"Lekki Phase 2, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/2202079-just-out,5000000.0,4.0,4.0,4.0,3.0,Lekki,"2, Phase",terraced duplex
3 bedroom flat / apartment for rent,"Freedom Way, Primewater View Estate Garden 2 Ikate, Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/2201901-luxurious-3-bedroom-furnished-apartment-with-bq,8000000.0,3.0,2.0,3.0,3.0,Lekki,"Elegushi, Ikate",flat 
3 bedroom terraced duplex for rent,"Lekki Garden Estate Lekki, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ajah/2201806-brand-new-3-bedroom-terraced-duplex-with-bq,3000000.0,3.0,3.0,4.0,3.0,Ajah,"Lekki, Estate",terraced duplex
2 bedroom flat / apartment for rent,"Lekki Phase I, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2201808-luxury-2-bedrooms-apartment-available,4500000.0,2.0,2.0,3.0,2.0,Lekki,"I, Phase",flat 
2 bedroom flat / apartment for rent,"Lagos Homes Behind Novare Mall, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2201639-nice-2-bedroom-apartment-with-wardrobe-in-an-estate,1500000.0,2.0,2.0,3.0,2.0,Ajah,"Sangotedo, Mall,",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2201422-3-bedroom,7500000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
1 bedroom mini flat (room and parlour) for rent,"Magodo, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/magodo/2201417-a-standard-and-elegant-mini-flat,1200000.0,1.0,1.0,1.0,2.0,Magodo,,mini flat
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2201409-luxury-3-bedroom-apartment-within-a-serene-gated-estate,6500000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/2201398-fully-furnished-and-serviced-3-bedroom-flatapartment-with-maids-room,25000000.0,3.0,4.0,4.0,2.0,Ikoyi,,flat 
1 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2201389-mini-flat,2000000.0,1.0,1.0,1.0,1.0,Lekki,,flat 
1 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2201378-mini-flat,1500000.0,1.0,1.0,1.0,1.0,Lekki,,flat 
1 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2201360-mini-flat,2500000.0,1.0,1.0,1.0,1.0,Lekki,,flat 
1 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2201316-1-room-selfcontained,1100000.0,1.0,1.0,1.0,1.0,Lekki,,flat 
3 bedroom terraced duplex for rent,"Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/surulere/2201301-an-executive-and-luxuriously-finished-3-bedroom-terrace-duplex,7000000.0,3.0,3.0,4.0,2.0,Surulere,,terraced duplex
2 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/agungi/2201296-2-bedroom-apartment,3000000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
3 bedroom terraced duplex for rent,"Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/surulere/2201280-a-decent-well-maintained-3-bedroom-terrace-duplex,8000000.0,3.0,3.0,4.0,2.0,Surulere,,terraced duplex
1 bedroom detached duplex for rent,"Lekki Conservative Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/detached-duplexes/lagos/lekki/2201156-private-1-bedroom-furnished-studio,5000000.0,1.0,1.0,1.0,1.0,Lekki,"Road, Conservative",detached duplex
3 bedroom flat / apartment for rent,"Chevron Drive, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2201155-3-bedroom-apartment,3500000.0,3.0,3.0,4.0,2.0,Lekki,"Drive, Chevron",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Mobile Road, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/2201048-1-bedroom-flat,2000000.0,1.0,1.0,2.0,1.0,Ajah,"Road, Mobile",mini flat
2 bedroom flat / apartment for rent,"Seaside Estate, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2201031-executive-sweet-2-bedrooms-luxury-apartment,1100000.0,2.0,2.0,3.0,2.0,Ajah,"Estate, Seaside",flat 
1 bedroom mini flat (room and parlour) for rent,"Kajola Phase 2, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki-ibeju/2200962-massive-2-bedroom-upstairs,800000.0,1.0,3.0,3.0,3.0,Lekki,"Ibeju 2,",mini flat
3 bedroom flat / apartment for rent,"Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/2200805-3-bedroom-apartment-with-bq,10000000.0,3.0,4.0,3.0,3.0,(VI),Island Victoria,flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
2 bedroom flat / apartment for rent,"Yaba, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/yaba/2200695-decent-lovely-2-bedroom,1600000.0,2.0,3.0,3.0,1.0,Yaba,,flat 
3 bedroom flat / apartment for rent,"Magodo, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/magodo/2197874-superb-fairy-new-three-bedrooms-all-rooms-en-suite,3200000.0,3.0,4.0,4.0,2.0,Magodo,,flat 
1 bedroom mini flat (room and parlour) for rent,"Yaba, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/yaba/2200345-new-beautiful-mini,1200000.0,1.0,2.0,2.0,1.0,Yaba,,mini flat
3 bedroom flat / apartment for rent,"Maryland, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/maryland/2199412-luxury-new-fine-3-bedroom,2800000.0,3.0,3.0,4.0,3.0,Maryland,,flat 
3 bedroom flat / apartment for rent,"Before Domino's Pizza, Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/agungi/2200669-beautiful-spacious-well-maintained-3-bedrooms-apartment-upper-floor,3500000.0,3.0,3.0,4.0,1.0,Lekki,"Agungi, Pizza,",flat 
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/2200635-contemporary-built-3-bedroom-flat-with-a-room-bq,25000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
3 bedroom flat / apartment for rent,"Chevron Alternative, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2200630-luxury-3-bedroom-apartments,3500000.0,3.0,3.0,4.0,3.0,Lekki,"Alternative, Chevron",flat 
1 bedroom mini flat (room and parlour) for rent,"Mobile Road, Ilaje, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/ilaje-ajah/2200624-luxury-1-bedroom-apartment,2000000.0,1.0,1.0,2.0,2.0,Ajah,"Ilaje, Road,",mini flat
3 bedroom flat / apartment for rent,"Off Adeola Odeku, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/2200477-brand-new-3-bedroom,16000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/oniru/2200425-3-bedroom-flat,10000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
1 bedroom mini flat (room and parlour) for rent,"Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/2200424-room-and-parlour-mini-flat,2000000.0,1.0,1.0,1.0,1.0,Lekki,,mini flat
2 bedroom flat / apartment for rent,"Yaba, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/yaba/2200376-luxury-fantastic-2-bedroom,2200000.0,2.0,3.0,3.0,1.0,Yaba,,flat 
3 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/lekki/lekki-phase-1/2200340-fully-furnished-3-bedroom-apartment-with-bq,9000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",house 
3 bedroom detached bungalow for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/detached-bungalows/lagos/lekki/lekki-phase-1/2200212-a-luxury-3-bedroom-penthouse,10000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",detached bungalow
3 bedroom flat / apartment for rent,"Oniru, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2200200-well-built-3-bedroom-furnished-apartment-in-a-serene-neighbourhood,9000000.0,3.0,3.0,4.0,2.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Oniru, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2200164-well-built-3-bedroom-apartment-with-swimming-pool-gym,7000000.0,3.0,3.0,4.0,2.0,Lekki,,flat 
3 bedroom terraced duplex for rent,"Off Masha Surulere Lagos, Masha, Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/surulere/masha/2200122-nice-and-well-finished-3-bedroom-duplex-with-bq,5000000.0,3.0,3.0,4.0,3.0,Surulere,"Masha, Lagos,",terraced duplex
2 bedroom terraced duplex for rent,"Shalom Estate, Awoyaya, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki-ibeju/awoyaya/2200001-a-private-self-serviced-2-bedroom-terrace-duplex-all-rooms-en-suite,900000.0,2.0,2.0,3.0,3.0,Lekki,"Ibeju Awoyaya,",terraced duplex
2 bedroom flat / apartment for rent,"Beside Lbs, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/2199826-brand-new-2-bedroom-flat,1500000.0,2.0,2.0,3.0,2.0,Ajah,"Lbs, Beside",flat 
1 bedroom mini flat (room and parlour) for rent,"Ori-oke, Ogudu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ogudu/ori-oke/2199780-newly-built-one-bedroom-apartments,1500000.0,1.0,1.0,2.0,3.0,Ogudu,,mini flat
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2199741-2-bedroom,12000000.0,2.0,2.0,3.0,1.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/2199729-fully-furnished-3-bedroom-apartment,25000000.0,3.0,3.0,4.0,2.0,Ikoyi,,flat 
3 bedroom terraced duplex for rent,"Ologolo, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/ologolo/2192582-brand-new-fully-furnished-3-bedroom-terrace,7000000.0,3.0,3.0,4.0,2.0,Lekki,,terraced duplex
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/2138065-luxury-3-bedrooms-apartment-bq-swimming-pool-gym,28010000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
1 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ologolo/2199328-mini-flat,1500000.0,1.0,1.0,1.0,2.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/2199322-3-bedroom,17000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
1 bedroom mini flat (room and parlour) for rent,"Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/ikota/2199168-fully-serviced-1-bedroom-apartment-available,2000000.0,1.0,1.0,1.0,1.0,Lekki,,mini flat
3 bedroom flat / apartment for rent,"Osapa, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/osapa/2199042-a-beautiful-and-decent-3-bedroom-flat,5000000.0,3.0,3.0,4.0,2.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Oniru, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/oniru/2199027-a-decent-and-standard-3-bedroom-flat,6000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2136206-luxury-2-bedroom-apartment,4000000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
1 bedroom terraced duplex for rent,"Omole Phase 2, Ikeja, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ikeja/omole-phase-2/2199000-a-lovely-and-standard-1-bedroom-duplex,2800000.0,1.0,1.0,2.0,2.0,Ikeja,"2, Phase",terraced duplex
3 bedroom flat / apartment for rent,"Oral Estate, Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikota/2198991-3-bedrooms-flat-upstairs-with-private-staircase-spacious-balcony,3500000.0,3.0,3.0,4.0,2.0,Lekki,"Ikota, Estate,",flat 
3 bedroom flat / apartment for rent,"Omole Phase 2, Ikeja, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikeja/omole-phase-2/2198973-a-beautiful-and-decent-3-bedroom-flat,3500000.0,3.0,3.0,3.0,3.0,Ikeja,"2, Phase",flat 
3 bedroom flat / apartment for rent,"Ogudu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ogudu/2198954-a-spacious-and-decent-3-bedroom-flat,1500000.0,3.0,3.0,4.0,2.0,Ogudu,,flat 
3 bedroom flat / apartment for rent,"Goodnews Estate, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2198944-excellent-3-bedrooms-luxury-apartment,2000000.0,3.0,4.0,4.0,2.0,Ajah,"Sangotedo, Estate,",flat 
3 bedroom flat / apartment for rent,"Ipaja, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ipaja/2198911-a-beautiful-and-decent-3-bedroom-flat,800000.0,3.0,2.0,3.0,2.0,Ipaja,,flat 
1 bedroom mini flat (room and parlour) for rent,"Ojodu Berger, Ojodu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ojodu/ojodu-berger/2198885-decent-and-newly-built-mini-flat,900000.0,1.0,1.0,2.0,1.0,Ojodu,"Berger, Ojodu",mini flat
2 bedroom flat / apartment for rent,"Therra Annex Estate, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2198882-luxury-and-spacious-2-bedrooms-flat-in-a-serene-estate,2000000.0,2.0,3.0,3.0,3.0,Ajah,"Sangotedo, Estate,",flat 
3 bedroom flat / apartment for rent,"GRA Phase 2, Magodo, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/magodo/gra-phase-2/2198872-a-well-maintained-standard-3-bedroom-flat,3000000.0,3.0,2.0,3.0,2.0,Magodo,"2, Phase",flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2198825-luxury-flat-2-bedroom-flat,6000000.0,2.0,2.0,3.0,3.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ologolo/2198770-2-bedrooms-apartment,4500000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Chevron, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2198769-fully-serviced-2-bedrooms-apatment,2500000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Badore, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/badore/2198712-serviced-2-bedrooms-apartment,2100000.0,2.0,2.0,3.0,2.0,Ajah,,flat 
2 bedroom flat / apartment for rent,"Orchid Road, Royal Pine Estate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2198692-luxury-furnished-2-bedrooms-apaetment,5000000.0,2.0,2.0,3.0,2.0,Lekki,"Estate, Pine",flat 
2 bedroom semi-detached bungalow for rent,"Millennium Estate, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-bungalows/lagos/lekki/lekki-phase-1/2198671-well-maintained-2-bedrooms-bungalow,3500000.0,2.0,2.0,3.0,3.0,Lekki,"1, Phase",semi-detached bungalow
3 bedroom terraced duplex for rent,"Lekki Garden Phase 2., Lekki Phase 2, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/2198653-neatly-furnished-and-decorated-3-bedrooms,4500000.0,3.0,3.0,4.0,2.0,Lekki,"2, Phase",terraced duplex
3 bedroom flat / apartment for rent,"Idado, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/idado/2198606-3-bedrooms-apartment-available,3000000.0,3.0,3.0,3.0,2.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2198570-lovely-2-bedroom-with-pool,6000000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Goodnews Estate, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2198561-neatly-finished-3-bedroom-flat,2000000.0,3.0,3.0,4.0,2.0,Ajah,"Sangotedo, Estate,",flat 
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2198517-luxury-3-bedrooms-apartment,14000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
3 bedroom flat / apartment for rent,"Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2198498-brand-newly-built-fully-serviced-3-bedrooms-apartment-in-an-estate,4000000.0,3.0,3.0,4.0,1.0,Lekki,"Road, Orchid",flat 
2 bedroom detached bungalow for rent,"Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/detached-bungalows/lagos/ajah/sangotedo/2198383-spacious-2-bedroom-in-a-secure-environment,1500000.0,2.0,2.0,3.0,3.0,Ajah,,detached bungalow
3 bedroom flat / apartment for rent,"Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/2198298-luxury-3-bedrooms-apartment,10000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2198161-brand-new-and-serviced-with-247-power-supply-3-bedroom-en-suite-flat,14000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/2198151-brand-new,6000000.0,2.0,2.0,3.0,1.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/2198147-brand-new-2-bedroom,7000000.0,2.0,2.0,3.0,1.0,Lekki,"Elegushi, Ikate",flat 
2 bedroom flat / apartment for rent,"Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/2198094-waterfront-2-bedrooms-apartment-with-bq,12000000.0,2.0,2.0,3.0,2.0,Ikoyi,"Island, Banana",flat 
3 bedroom terraced duplex for rent,"Abraham Adesanya Estate, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ajah/2197982-brand-new-3-bedrooms-terraced-duplex,3500000.0,3.0,3.0,4.0,3.0,Ajah,"Estate, Adesanya",terraced duplex
2 bedroom flat / apartment for rent,"Majek, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/2197856-spacious-2-bedrooms-apartment,1400000.0,2.0,2.0,3.0,3.0,Ajah,"Sangotedo, Majek,",flat 
